Ward ID,Ward/Office,Council Member,Journal Date,Vendor,Expense Type,Description,Account,Amount
1,Old Kildonan,Devi Sharma,08/05/2018,City of Winnipeg - Journal Entry,Carryover Chairmanship,In Lieu Of Work Done By The Executive Assistant For The Speaker Chairmanship.,Casual Services,445.00
1,Old Kildonan,Devi Sharma,08/05/2018,City of Winnipeg - Journal Entry,Carryover Chairmanship,In Lieu Of Work Done By The Executive Assistant For The Governance Chairmanship.,Casual Services,49.00
10,South Winnipeg - St. Norbert,Janice Lukes,01/05/2018,MTS Mobility,CWA,MTS Account,Telephone-Cellular,46.93
10,South Winnipeg - St. Norbert,Janice Lukes,01/05/2018,Flexity,CWA,Telephone,Telephone,25.75
10,South Winnipeg - St. Norbert,Janice Lukes,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",2.46
10,South Winnipeg - St. Norbert,Janice Lukes,03/05/2018,Nepali Cultural Society Of Manitoba,CWA,Annual Newsletter,Advertising,200.00
10,South Winnipeg - St. Norbert,Janice Lukes,09/05/2018,City of Winnipeg - Journal Entry,CWA,May 2018 Printing Charges,"Printing,Binding,Photocopying",11.85
10,South Winnipeg - St. Norbert,Janice Lukes,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1778.37
10,South Winnipeg - St. Norbert,Janice Lukes,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1779.38
14,Elmwood - East Kildonan,Jason Schreyer,01/05/2018,MTS Mobility,CWA,MTS Account,Telephone-Cellular,117.39
14,Elmwood - East Kildonan,Jason Schreyer,01/05/2018,Flexity,CWA,Telephone,Telephone,51.50
14,Elmwood - East Kildonan,Jason Schreyer,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",45.36
14,Elmwood - East Kildonan,Jason Schreyer,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,76.32
14,Elmwood - East Kildonan,Jason Schreyer,02/05/2018,City of Winnipeg - Journal Entry,CWA,Sundry Deposit.,Telephone-Cellular,-4137.04
14,Elmwood - East Kildonan,Jason Schreyer,09/05/2018,Rene'S Courier,CWA,Councillors Office-Courier,Freight and Messenger Services,4.50
14,Elmwood - East Kildonan,Jason Schreyer,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1846.94
14,Elmwood - East Kildonan,Jason Schreyer,17/05/2018,Alapan Association Of Manitoba,CWA,Annual Fiesta Raffle Prize,Contrib-Donations,145.79
14,Elmwood - East Kildonan,Jason Schreyer,22/05/2018,Punjab Entertainment,CWA,Vaisakhi Special Event-Apr 22,Advertising,500.00
14,Elmwood - East Kildonan,Jason Schreyer,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1847.94
14,Elmwood - East Kildonan,Jason Schreyer,30/05/2018,Winnipeg Ethnic News,CWA,Vol 1 Issue No. 4,Advertising,285.00
14,Elmwood - East Kildonan,Jason Schreyer,31/05/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For April 2018,Postage,0.84
15,North Kildonan,Jeff Browaty,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,80.51
15,North Kildonan,Jeff Browaty,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1963.69
15,North Kildonan,Jeff Browaty,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1963.68
15,North Kildonan,Jeff Browaty,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Telephone-Cellular,73.45
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Rotary Club Of Wpg Golf Tournament,"Luncheons, Receptions & Events",1200.00
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Walmart-Reiver Football Parent,Contrib-Donations,159.84
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Amazon-Cyan Toner,Stationery and Office Supplies,84.19
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Rogers-May Wireless Services,Telephone-Cellular,79.92
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Pony Corral-Red River Basin meeting,Business Meetings,60.76
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Brown's-Recreation Facilities Discussion,Business Meetings,45.25
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Mitzi's- Economic Outlook Disc.,Business Meetings,41.59
15,North Kildonan,Jeff Browaty,31/05/2018,Jeff Browaty,CWA,Hermanos-Community Centres Disc.,Business Meetings,32.32
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/05/2018,MTS Mobility,CWA,MTS Account,Telephone-Cellular,56.70
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",27.59
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/05/2018,Flexity,CWA,Telephone,Telephone,25.75
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/05/2018,Councillor-Assistant,CWA,Petty Cash,Stationery and Office Supplies,21.60
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,80.17
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,09/05/2018,Pembina Active Living (55+),CWA,Spring & Summer 2018 Newslette,Advertising,120.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1972.82
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,22/05/2018,The Leaf Inc,CWA,May Issue 2018,Advertising,48.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,24/05/2018,Block Parents Of Winnipeg Inc,CWA,Flapjack Fundraiser,"Luncheons, Receptions & Events",20.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1973.81
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Paypal *Mooddisord,CWA,Mood Disorders Gala 2017-Jan 17,"Luncheons, Receptions & Events",400.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Staples.Ca,CWA,Office Supplies-Apr 18,Stationery and Office Supplies,208.81
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Winnipeg Chamber O,CWA,State Of The City Addres-Jan 17,"Luncheons, Receptions & Events",200.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Staples.Ca,CWA,Dymo Label Writer 450-Apr 18,Office Equipment,129.60
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Rogers *761346154,CWA,Wireless Service-Apr 29,Telephone-Cellular,104.76
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Rogers *761346154,CWA,I-Phone Wireless Service-Jan 28,Telephone-Cellular,102.60
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Ctc*Constantcontac,CWA,E-Newsletter Service-Apr 25,Periodicals and Subscriptions,85.91
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Sobeys #5088,CWA,Lord Roberts Community C-Jan 07,Contrib-Donations,85.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Ctc*Constantcontac,CWA,E-Newsletter Service-Jan 25,Periodicals and Subscriptions,82.09
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Wal-Mart #3117,CWA,Office Supplies-Jan 10,Stationery and Office Supplies,65.42
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Staples.Ca,CWA,Office Supplies-Apr 10,Stationery and Office Supplies,50.26
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Sp * Regmans-Shopp,CWA,Office Supplies-Jan 16,Stationery and Office Supplies,24.07
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Dropbox*15yrcqwyfy,CWA,Online Storage Service-Apr 10,Periodicals and Subscriptions,13.01
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Apl* Itunes.Com/Bi,CWA,Icloud Storage-Jan 17,Periodicals and Subscriptions,12.99
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,Dropbox*Fn5p2mkyry,CWA,Online Storage Service-Jan 10,Periodicals and Subscriptions,12.76
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,City of Winnipeg - Journal Entry,CWA,Postage - Standard Parcel Mail,Postage,9.74
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For April 2018,Postage,3.58
8,River Heights - Fort Garry,John Orlikow,01/05/2018,MTS Mobility,CWA,MTS Account,Telephone-Cellular,167.40
8,River Heights - Fort Garry,John Orlikow,01/05/2018,Flexity,CWA,Telephone,Telephone,25.75
8,River Heights - Fort Garry,John Orlikow,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",12.03
8,River Heights - Fort Garry,John Orlikow,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,203.60
8,River Heights - Fort Garry,John Orlikow,03/05/2018,Chai Folk Arts Council Inc,CWA,Ensemble Prog Book-Woven Threa,Advertising,250.00
8,River Heights - Fort Garry,John Orlikow,07/05/2018,Winnipeg Outdoor Marketing Group Inc,CWA,Recycle Box-May 7-June 3/2018,Advertising,420.00
8,River Heights - Fort Garry,John Orlikow,10/05/2018,Winnipeg Outdoor Marketing Group Inc,CWA,Recycle Box-May 7-June 3/18,Advertising,420.00
8,River Heights - Fort Garry,John Orlikow,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2199.78
8,River Heights - Fort Garry,John Orlikow,17/05/2018,Winnipeg Jewish Review,CWA,Passover March 01-April 01/18,Advertising,125.00
8,River Heights - Fort Garry,John Orlikow,18/05/2018,City of Winnipeg - Journal Entry,CWA,"Kiosk Invoice # 118022, Donation Prize To The St. Vital Agricultural Society Annual Gardener'S Evening.",Contrib-Donations,68.04
8,River Heights - Fort Garry,John Orlikow,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2494.73
8,River Heights - Fort Garry,John Orlikow,30/05/2018,Central Corydon Community Centre Inc,CWA,Fall 2017 Corydon Connection,Advertising,160.00
8,River Heights - Fort Garry,John Orlikow,30/05/2018,Winnipeg Arts Council,CWA,Mayor'S Luncheon For The Arts,"Luncheons, Receptions & Events",55.00
8,River Heights - Fort Garry,John Orlikow,31/05/2018,City of Winnipeg - Journal Entry,CWA,"Postage - Neighbourhood Mailings.  Councillor Orlikow Newsletter, Office Of Public Engagement - Public Works Downtown To Osborne Postcard",Postage,660.88
8,River Heights - Fort Garry,John Orlikow,31/05/2018,Corporate Express,CWA,Office Supplies-Apr 06,Stationery and Office Supplies,71.63
8,River Heights - Fort Garry,John Orlikow,31/05/2018,Corporate Express,CWA,Office Supplies-Apr 07,Stationery and Office Supplies,32.51
8,River Heights - Fort Garry,John Orlikow,31/05/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For April 2018,Postage,29.99
8,River Heights - Fort Garry,John Orlikow,31/05/2018,Corporate Express,CWA,Office Supplies-Apr 19,Stationery and Office Supplies,17.27
8,River Heights - Fort Garry,John Orlikow,31/05/2018,City of Winnipeg - Journal Entry,CWA,Postage - Standard Parcel Mail,Postage,5.97
3,Point Douglas,Mike Pagtakhan,01/05/2018,MTS Mobility,CWA,MTS Account,Telephone-Cellular,278.10
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/05/2018,Rose & Max Rady Jewish Community Centre,CWA,Mameloshen 2018 Program Guide,Advertising,175.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/05/2018,Flexity,CWA,Telephone,Telephone,51.50
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",26.30
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,80.86
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/05/2018,Herzlia-Adas Yeshurun Synagogue,CWA,Dara Horn-Qtr Page Ad,Advertising,150.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,07/05/2018,Benchmark Advertising Ltd,CWA,Rental-Benches-May 1-31/18,Advertising,160.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,09/05/2018,Rene'S Courier,CWA,Councillors Office-Courier,Freight and Messenger Services,4.50
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,10/05/2018,Winnipeg Outdoor Marketing Group Inc,CWA,Recycle Box-May 7-June 3/18,Advertising,280.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2053.01
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,16/05/2018,Shaftesbury High School,CWA,Citizenship Award,Contrib-Donations,250.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2053.99
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,31/05/2018,Rose & Max Rady Je,CWA,Ken Kronson Sports Dinne-Apr 30,"Luncheons, Receptions & Events",250.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,31/05/2018,Rogers *785407271,CWA,Executive Assistant Wire-Apr 05,Telephone-Cellular,38.88
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,31/05/2018,Rogers *785407271,CWA,Executive Assistant Wire-May 02,Telephone-Cellular,38.88
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,28/05/2018,City of Winnipeg - Journal Entry,Carryover Chairmanship,In Lieu Of Work Done By The Executive Assistant For The Spc On Infrastructure Renewal And Public Works.,Casual Services,620.00
12,St. Boniface,Matt Allard,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",29.46
12,St. Boniface,Matt Allard,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,80.17
12,St. Boniface,Matt Allard,09/05/2018,Manitoba Islamic Association Inc,CWA,Breaking The Fast Meal-May 26,"Luncheons, Receptions & Events",50.00
12,St. Boniface,Matt Allard,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2131.95
12,St. Boniface,Matt Allard,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2131.95
12,St. Boniface,Matt Allard,28/05/2018,City of Winnipeg - Journal Entry,CWA,In Lieu Of Work Done By The Executive Assistant For The Spc On Infrastructure Renewal And Public Works.,Casual Services,-1916.92
12,St. Boniface,Matt Allard,31/05/2018,Mathieu Allard,CWA,Facebook-Jan 2-28 Advertising,Advertising,575.29
12,St. Boniface,Matt Allard,31/05/2018,Delorme Digital Designs,CWA,Bumper Stickers,Advertising,487.50
12,St. Boniface,Matt Allard,31/05/2018,Mathieu Allard,CWA,Facebook-Mar 30-April 24,Advertising,285.89
12,St. Boniface,Matt Allard,31/05/2018,Mathieu Allard,CWA,Facebook-Jan 30-Feb 28,Advertising,216.75
12,St. Boniface,Matt Allard,31/05/2018,Mathieu Allard,CWA,Facebook-Jan 2-27 Advertising,Advertising,128.49
12,St. Boniface,Matt Allard,31/05/2018,Delorme Digital Designs,CWA,Artwork,Non-Professional Services,55.00
12,St. Boniface,Matt Allard,31/05/2018,Mathieu Allard,CWA,Facebook-Mar 31-April 15,Advertising,34.29
12,St. Boniface,Matt Allard,31/05/2018,Mathieu Allard,CWA,Facebook-Feb 5-28 Advertising,Advertising,10.38
12,St. Boniface,Matt Allard,28/05/2018,City of Winnipeg - Journal Entry,Chairmanship,In Lieu Of Work Done By The Executive Assistant For The Spc On Infrastructure Renewal And Public Works.,Casual Services,1296.92
3,Point Douglas,Mike Pagtakhan,01/05/2018,Casa Do Minho Portuguese Centre Inc,CWA,44th  Anniversary Dinner,"Luncheons, Receptions & Events",70.00
3,Point Douglas,Mike Pagtakhan,01/05/2018,Flexity,CWA,Telephone,Telephone,25.75
3,Point Douglas,Mike Pagtakhan,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",0.62
3,Point Douglas,Mike Pagtakhan,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,203.77
3,Point Douglas,Mike Pagtakhan,03/05/2018,Canon Luhovy Assembly,CWA,Charity Dinner,"Luncheons, Receptions & Events",75.00
3,Point Douglas,Mike Pagtakhan,03/05/2018,Web Wizards Inc,CWA,April Website Support,Website/Domain Licenses,50.00
3,Point Douglas,Mike Pagtakhan,04/05/2018,St Nicholas Ukrainian Catholic Church,CWA,Ukrainian Sporstman Dinner,"Luncheons, Receptions & Events",85.00
3,Point Douglas,Mike Pagtakhan,07/05/2018,Benchmark Advertising Ltd,CWA,Rental-Benches-May 1-31/18,Advertising,155.00
3,Point Douglas,Mike Pagtakhan,08/05/2018,City of Winnipeg - Journal Entry,CWA,"Ira's Deli, Business Meeting To Discuss Seven Oaks House Museum Originally Charged To Cwa.",Business Meetings,-103.25
3,Point Douglas,Mike Pagtakhan,08/05/2018,City of Winnipeg - Journal Entry,CWA,"Plaques For Sargent Tommy Prince Park, Originally Charged To Cwa.",Ward Activities,-151.20
3,Point Douglas,Mike Pagtakhan,08/05/2018,City of Winnipeg - Journal Entry,CWA,Framed Certificate For Sargent Tommy Prince Place Originally Charged To Cwa.,Ward Activities,-278.64
3,Point Douglas,Mike Pagtakhan,09/05/2018,Rene'S Courier,CWA,Councillors Office-Courier,Freight and Messenger Services,10.50
3,Point Douglas,Mike Pagtakhan,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2185.58
3,Point Douglas,Mike Pagtakhan,23/05/2018,Mentoring Artists For Women'S Art,CWA,International Women'S Day,Contrib-Sponsorships-Cash,250.00
3,Point Douglas,Mike Pagtakhan,25/05/2018,Natalie Batkis,CWA,George Heshka Park-Wrtn/Profrd,Non-Professional Services,225.00
3,Point Douglas,Mike Pagtakhan,25/05/2018,Philippine Heritage Council Of Manitoba,CWA,Philippine Independence Ball,Advertising,100.00
3,Point Douglas,Mike Pagtakhan,25/05/2018,Philippine Heritage Council Of Manitoba,CWA,Philippine Independence Ball,"Luncheons, Receptions & Events",80.00
3,Point Douglas,Mike Pagtakhan,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2185.59
3,Point Douglas,Mike Pagtakhan,30/05/2018,Dufferin School,CWA,Community Barbecue,Contrib-Donations,200.00
3,Point Douglas,Mike Pagtakhan,08/05/2018,City of Winnipeg - Journal Entry,Chairmanship,Framed Certificate For Sargent Tommy Prince Place Originally Charged To Cwa.,Ward Activities,278.64
3,Point Douglas,Mike Pagtakhan,08/05/2018,City of Winnipeg - Journal Entry,Chairmanship,"Ira'S Deli, Business Meeting To Discuss Seven Oaks House Museum Originally Charged To Cwa.",Business Meetings,103.25
3,Point Douglas,Mike Pagtakhan,08/05/2018,City of Winnipeg - Journal Entry,Chairmanship,"Plaques For Sargent Tommy Prince Park, Originally Charged To Cwa.",Ward Activities,101.39
3,Point Douglas,Mike Pagtakhan,08/05/2018,City of Winnipeg - Journal Entry,Carryover Chairmanship,"Plaques For Sargent Tommy Prince Park, Originally Charged To Cwa.",Ward Activities,49.81
2,Mynarski,Ross Eadie,01/05/2018,MTS Mobility,CWA,MTS Account,Telephone-Cellular,113.94
2,Mynarski,Ross Eadie,01/05/2018,MTS Communications,CWA,MTS Account,Telephone,29.34
2,Mynarski,Ross Eadie,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,204.27
2,Mynarski,Ross Eadie,09/05/2018,Luxton School,CWA,Permit For School Event,Miscellaneous Expense,87.00
2,Mynarski,Ross Eadie,09/05/2018,Rene'S Courier,CWA,Councillors Office-Courier,Freight and Messenger Services,5.00
2,Mynarski,Ross Eadie,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2267.55
2,Mynarski,Ross Eadie,25/05/2018,St John'S High School,CWA,Mynarski Ward Scholarship,Contrib-Donations,500.00
2,Mynarski,Ross Eadie,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2267.55
2,Mynarski,Ross Eadie,31/05/2018,Bam*Planners Plus,CWA,Keeping The Fires Burnin-Apr 20,Contrib-Donations,300.00
2,Mynarski,Ross Eadie,31/05/2018,City of Winnipeg - Journal Entry,CWA,"Provide Temporary No Parking For:  Councillor Ross Eadie 591 Pritchard Full Length Of Building - $115.48 I/F/O 111 Polson  - St. Cross Going W To Back Alley - Luxton School - $173.26",Miscellaneous Expense,288.74
2,Mynarski,Ross Eadie,31/05/2018,Paypal *Heritage W,CWA,Heritage Winnipeg 12th A-Apr 04,"Luncheons, Receptions & Events",200.00
2,Mynarski,Ross Eadie,31/05/2018,Corporate Express,CWA,Office Supplies-Apr 04,Stationery and Office Supplies,17.01
2,Mynarski,Ross Eadie,31/05/2018,Duffy Staxi,CWA,Winnipeg Without Poverty-May 02,Transportation,13.63
2,Mynarski,Ross Eadie,31/05/2018,Duffy Staxi,CWA,Rainbow Resource Centre -Apr 14,Transportation,12.10
